saleprice
694279.5714285715
2308659.486956522
1884595.6689502317
2074365.860576923
2161995.131313131
1205826.0912280702
1588134.488410596
783060.8121546961
420372.19272445823
1017813.5801886793
696501.5480144405
385960.39260969975
530787.470703125
1234180.8533440772
1221879.2218370885
1242725.701797892
670555.6897637795
802927.8348909657
368765.9165950129
1158836.8637961335
622733.1955230699
512385.3101265823
474799.13692098093
444220.2814070352
540941.4141920556
526117.3274704189
467920.6566037736
416124.07741251326
408894.73570948216
357009.96275605215
524547.0072365445
395557.5644579183
592718.549822064
