ownertype,borough,schooldist,zipcode,address,xcoord,ycoord,buildingclassatpresent,saleprice,saledate
 ,MN,2,10017,304 EAST 41 STREET,991979,212043,D4,295000,2018-01-16
 ,MN,2,10022,221 EAST 50 STREET,992617,214584,D4,330190,2017-07-07
 ,MN,2,10017,315 EAST 43 STREET,992423,212610,D4,275000,2018-03-19
 ,MN,2,10022,425 EAST 51 STREET,994025,214101,D4,1140000,2017-10-05
 ,MN,2,10022,50 SUTTON PLACE SOUTH,994723,214666,D4,795000,2017-08-23
 ,MN,2,10017,304 EAST 41 STREET,991979,212043,D4,890000,2017-11-20
 ,MN,2,10022,50 SUTTON PLACE SOUTH,994723,214666,D4,0,2017-08-21
 ,MN,2,10022,50 SUTTON PLACE SOUTH,994723,214666,D4,1650000,2017-08-30
 ,MN,2,10017,315 EAST 43 STREET,992423,212610,D4,300000,2017-08-25
 ,MN,2,10017,304 EAST 41 STREET,991979,212043,D4,995000,2017-08-04
 ,MN,2,10017,304 EAST 41 STREET,991979,212043,D4,363220,2018-05-17
P,MN,5,10027,200 CLAREMONT AVENUE,995428,236262,D4,602000,2018-03-13
 ,MN,3,10027,414 WEST 121 STREET,995818,234219,D4,0,2017-12-28
 ,MN,3,10027,414 WEST 121 STREET,995818,234219,D4,450000,2017-12-04
 ,MN,3,10027,414 WEST 121 STREET,995818,234219,D4,0,2017-12-28
 ,MN,3,10027,414 WEST 121 STREET,995818,234219,D4,760000,2017-08-09
 ,MN,2,10016,47 EAST 34 STREET,989204,211690,D8,80000000,2017-09-26
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,448000,2017-06-01
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,400000,2017-12-06
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,400000,2017-07-27
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,458000,2017-11-29
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,500000,2017-09-12
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,448000,2018-02-05
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,439000,2018-03-19
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,482500,2018-04-02
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,420000,2017-10-20
 ,MN,2,10016,139 EAST 33 STREET,989651,211092,D4,500000,2017-09-15
P,MN,2,10012,113 PRINCE STREET,984366,203544,D4,5000000,2017-06-06
 ,MN,2,10075,16 EAST 78 STREET,994379,221897,A4,18375000,2018-05-09
 ,MN,2,10075,18 EAST 78 STREET,994394,221889,A4,14500000,2017-09-11
 ,MN,2,10021,440 EAST 75 STREET,997253,219397,C7,0,2017-12-29
P,MN,2,10022,781 5 AVENUE,991856,217736,D4,4800000,2017-08-23
P,MN,2,10022,781 5 AVENUE,991856,217736,D4,990000,2017-11-20
 ,MN,2,10021,345 EAST 73 STREET,996426,219432,D4,894000,2017-06-05
 ,MN,2,10065,111 EAST 67 STREET,993913,219040,D4,125000,2017-08-30
P,MN,2,10022,781 5 AVENUE,991856,217736,D4,235000,2017-11-22
P,MN,2,10022,781 5 AVENUE,991856,217736,D4,4450000,2018-02-20
 ,MN,2,10021,345 EAST 73 STREET,996426,219432,D4,1240000,2018-04-03
 ,MN,2,10021,345 EAST 73 STREET,996426,219432,D4,1395875,2017-06-19
 ,MN,2,10021,345 EAST 73 STREET,996426,219432,D4,1232500,2017-07-11
 ,MN,2,10021,345 EAST 73 STREET,996426,219432,D4,845000,2017-10-05
 ,MN,2,10128,129 EAST 94 STREET,997445,225282,A9,2647000,2018-05-01
 ,MN,2,10028,218 EAST 85 STREET,997074,222565,C4,10350000,2017-10-19
 ,MN,2,10128,1764 1 AVENUE,999066,223559,C7,0,2017-12-11
 ,MN,2,10075,1514 1 AVENUE,997460,220676,C7,16200000,2018-03-22
 ,MN,2,10075,1528 1 AVENUE,997546,220833,C7,14938625,2018-04-12
 ,MN,2,10075,403 EAST 79 STREET,997522,220685,C7,0,2018-04-12
 ,MN,2,10128,210 EAST 95 STREET,998320,224914,C4,12150000,2018-01-26
 ,MN,2,10128,305 EAST 88 STREET,998122,223111,D4,1270000,2018-03-08
 ,MN,2,10128,305 EAST 88 STREET,998122,223111,D4,705000,2017-10-11
 ,MN,2,10128,305 EAST 88 STREET,998122,223111,D4,605000,2017-12-29
 ,MN,2,10128,305 EAST 88 STREET,998122,223111,D4,1150000,2018-02-01
 ,MN,2,10128,305 EAST 88 STREET,998122,223111,D4,0,2017-10-25
 ,MN,2,10128,305 EAST 88 STREET,998122,223111,D4,0,2017-06-15
 ,MN,2,10128,305 EAST 88 STREET,998122,223111,D4,650000,2017-06-07
 ,MN,3,10023,170 WEST 76 STREET,989985,223725,D4,1325000,2017-06-01
P,MN,3,10023,130 WEST 67 STREET,988894,221585,D4,770000,2017-10-27
P,MN,3,10023,130 WEST 67 STREET,988894,221585,D4,1895000,2017-10-25
 ,MN,3,10024,309 WEST 82 STREET,989741,225903,C6,490000,2017-08-01
 ,MN,3,10024,505 WEST END AVENUE,990069,226325,D4,949000,2017-08-23
 ,MN,3,10024,328 WEST 86 STREET,989963,226808,D4,1150000,2017-07-21
 ,MN,3,10024,425 WEST END AVENUE,989577,225387,D4,1350000,2018-05-02
 ,MN,3,10024,505 WEST END AVENUE,990069,226325,D4,3265000,2017-06-20
 ,MN,3,10024,505 WEST END AVENUE,990069,226325,D4,2850000,2018-04-23
 ,MN,3,10024,328 WEST 86 STREET,989963,226808,D4,1116500,2017-07-27
 ,MN,3,10024,328 WEST 86 STREET,989963,226808,D4,830000,2018-02-05
 ,MN,3,10024,505 WEST END AVENUE,990069,226325,D4,1910000,2018-02-27
 ,MN,3,10024,505 WEST END AVENUE,990069,226325,D4,350000,2017-10-03
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,511670,2017-09-11
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,408135,2017-09-20
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,877280,2017-09-26
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,999000,2017-09-26
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,999000,2017-10-03
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,868567,2017-11-30
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,489255,2017-12-14
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,452500,2017-12-29
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,965000,2018-01-09
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,830005,2018-04-20
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,511670,2017-09-01
P,MN,3,10025,205 WEST 103 STREET,993225,230356,D4,511670,2017-09-06
 ,MN,6,10033,200 HAVEN AVENUE,1000114,247838,D1,41000000,2017-07-27
P,MN,6,10032,544 WEST 156 STREET,999744,242633,C6,90000,2017-06-19
P,MN,6,10032,544 WEST 156 STREET,999744,242633,C6,220000,2017-06-15
P,MN,6,10032,47 FT WASHINGTON AVENUE,999545,244226,D4,480000,2017-09-18
P,MN,6,10033,560 WEST 184 STREET,1003079,249209,C1,0,2017-06-13
 ,BX,10,10471,5235 POST ROAD,1012231,266565,D4,184900,2018-04-19
 ,MN,6,10040,225 BENNETT AVENUE,1002818,251786,D4,345000,2017-06-13
 ,MN,6,10040,225 BENNETT AVENUE,1002818,251786,D4,376300,2017-11-09
 ,MN,6,10040,225 BENNETT AVENUE,1002818,251786,D4,385000,2018-01-30
 ,MN,6,10040,225 BENNETT AVENUE,1002818,251786,D4,275000,2018-04-13
 ,BX,11,10466,4034 ELY AVENUE,1027015,263768,A5,449000,2017-08-18
 ,BX,11,10466,1158 EAST 225 STREET,1026468,261064,A5,250000,2018-04-06
 ,BX,11,10469,3013 EDSON AVENUE,1029777,257112,A5,250000,2017-11-30
 ,BX,11,10466,1158 EAST 225 STREET,1026468,261064,A5,200000,2017-12-02
 ,BX,11,10469,3006 WICKHAM AVENUE,1029011,256714,A5,0,2018-05-07
 ,BX,11,10469,3022 GRACE AVENUE,1029656,257166,A5,390000,2017-12-11
 ,BX,11,10466,4033 SECOR AVENUE,1030646,264145,A1,400000,2018-01-25
 ,BX,11,10466,1281 EAST 223 STREET,1027225,260202,B9,417000,2017-09-15
 ,BX,11,10466,1178 EAST 225 STREET,1026643,260970,B1,442568,2017-09-08
 ,BX,11,10469,2926 WICKHAM AVENUE,1029192,256265,B3,274000,2018-03-29
 ,BX,11,10469,2902 TIEMANN AVENUE,1028808,255859,B1,560000,2017-10-18
 ,BX,11,10469,3365 CORSA AVENUE,1026494,258487,B1,0,2017-09-20
 ,BX,11,10469,1417 NEEDHAM AVENUE,1025484,259546,C0,635000,2017-11-22
 ,BX,11,10469,3421 WICKHAM AVENUE,1027844,259294,C0,690000,2017-07-19
 ,BX,10,10467,3309 PERRY AVENUE,1018711,258956,B3,575000,2017-08-14
 ,BX,10,10458,280 EAST 203 STREET,1016412,257375,B1,620000,2017-12-21
 ,BX,10,10458,162 EAST 206 STREET,1016014,258343,C0,1150000,2018-01-19
 ,BX,10,10467,3285 PERRY AVENUE,1018586,258770,C0,0,2017-11-15
P,BX,10,10467,3047 HULL AVENUE,1017494,256922,C1,1970000,2017-07-25
P,BX,10,10467,3100 DECATUR AVENUE,1018061,256769,C1,1400000,2018-05-01
 ,BX,10,10458,2417 BATHGATE AVENUE,1014750,251668,B2,319000,2017-07-19
 ,BX,10,10460,1026 GROTE STREET,1016507,248968,C0,270375,2017-06-21
 ,BX,10,10458,2387 HOFFMAN STREET,1014963,251090,C3,675000,2017-12-14
 ,BX,10,10458,2464 HOFFMAN STREET,1015507,251615,C1,0,2017-07-06
 ,BX,10,10458,583 EAST 191 STREET,1016128,252411,C3,1531600,2017-10-16
 ,BX,11,10467,3232 BARKER AVENUE,1020480,257151,A5,266000,2018-04-19
 ,BX,11,10469,2720 FENTON AVENUE,1027384,254801,A5,470000,2018-02-13
 ,BX,11,10469,2742 WESTERVELT AVENUE,1028651,255033,A5,345000,2017-12-21
 ,BX,11,10469,2944 PEARSALL AVENUE,1025306,255855,A1,0,2018-01-10
 ,BX,11,10469,2743 THROOP AVENUE,1025390,255075,B9,0,2018-01-26
 ,BX,11,10467,2707 HOLLAND AVENUE,1021402,254736,B1,235000,2017-06-23
 ,BX,11,10469,2758 MORGAN AVENUE,1027132,255208,B3,0,2017-11-08
 ,BX,11,10469,1044 BURKE AVENUE,1023606,256642,B1,180000,2017-12-04
 ,BX,11,10467,601 PELHAM PARKWAY NORTH,1020024,251821,D4,239000,2017-07-27
 ,BX,11,10467,601 PELHAM PARKWAY NORTH,1020024,251821,D4,180000,2018-02-01
 ,BX,11,10467,601 PELHAM PARKWAY NORTH,1020024,251821,D4,189000,2017-11-20
 ,BX,11,10467,601 PELHAM PARKWAY NORTH,1020024,251821,D4,250000,2017-08-09
 ,BX,11,10467,601 PELHAM PARKWAY NORTH,1020024,251821,D4,195000,2017-07-07
 ,BX,11,10467,601 PELHAM PARKWAY NORTH,1020024,251821,D4,230000,2017-09-15
 ,BX,11,10467,601 PELHAM PARKWAY NORTH,1020024,251821,D4,167500,2017-12-13
 ,BX,8,10472,2035 WATSON AVENUE,1024267,241461,A5,500000,2018-04-16
 ,BX,8,10473,508 WHITE PLAINS ROAD,1023978,236628,A1,510000,2018-03-27
 ,BX,8,10473,423 TURNEUR AVENUE,1026748,236477,B1,0,2017-11-17
 ,BX,8,10473,454 EFFINGHAM AVENUE,1027125,236876,B1,405000,2017-10-31
 ,BX,11,10464,78 WINTERS STREET,1043328,246582,A1,530000,2018-02-15
 ,BX,11,10464,228 KIRBY STREET,1043758,249318,B2,500000,2017-08-25
 ,BX,11,10464,416 CITY ISLAND AVENUE,1043013,249156,B3,302500,2017-12-01
 ,BX,11,10464,81 PILOT STREET,1043365,245758,C0,70000,2017-10-06
 ,BX,8,10465,646 ELLSWORTH AVENUE,1034999,240953,A2,800000,2017-12-14
 ,BX,8,10465,1119 ELLSWORTH AVENUE,1033303,243570,A5,0,2017-09-15
 ,BX,8,10465,3170 MIDDLETOWN ROAD,1032616,247406,A1,0,2017-10-27
 ,BX,12,10460,1501 BRYANT AVENUE,1015365,242741,C0,0,2018-04-23
P,BX,12,10460,1010 EAST TREMONT AVENUE,1017102,245443,C7,0,2017-12-31
P,BX,12,10460,1010 EAST TREMONT AVENUE,1017102,245443,C7,1103501,2018-02-26
 ,BX,10,10471,434 WEST 250 STREET,1010226,266368,A3,1200000,2018-02-28
 ,BX,10,10471,5235 POST ROAD,1012231,266565,D4,148800,2017-07-07
 ,BX,10,10471,5235 POST ROAD,1012231,266565,D4,146000,2018-01-17
 ,BX,10,10471,5235 POST ROAD,1012231,266565,D4,155000,2017-11-30
 ,BX,10,10471,5235 POST ROAD,1012231,266565,D4,112500,2018-04-18
 ,BX,10,10471,5235 POST ROAD,1012231,266565,D4,158500,2018-05-25
 ,BX,10,10471,5235 POST ROAD,1012231,266565,D4,149000,2018-03-29
 ,BX,10,10471,5235 POST ROAD,1012231,266565,D4,152100,2017-12-27
 ,BX,9,10457,2051 RYER AVENUE,1011485,249683,B9,2600000,2017-07-14
P,BX,9,10453,1622 SEDGWICK AVENUE,1005662,248781,B3,0,2017-12-22
P,BX,9,10453,1631 GRAND AVENUE,1007581,247865,C1,6990000,2017-07-18
 ,BX,9,10453,1652 UNIVERSITY AVENUE,1006812,248174,C1,3300000,2017-11-30
P,BX,10,10453,1815 DAVIDSON AVENUE,1008504,248891,D1,0,2018-02-23
 ,BX,9,10452,1422 NELSON AVENUE,1005993,246355,D1,11000000,2018-02-27
P,BX,9,10452,136 WEST 168 STREET,1004820,244667,C6,14937,2017-09-15
P,BX,9,10452,136 WEST 168 STREET,1004820,244667,C6,14937,2017-07-07
P,BX,9,10452,136 WEST 168 STREET,1004820,244667,C6,21613,2018-02-23
 ,BX,8,10474,631B BARRETTO STREET,1014912,235472,C0,755000,2017-10-05
 ,BX,8,10474,858 FAILE STREET,1015462,237492,C3,0,2017-11-09
 ,BX,10,10453,171 WEST 179 STREET,1007979,251077,A1,230000,2017-08-03
 ,BX,10,10453,171 WEST 179 STREET,1007979,251077,A1,437500,2018-02-21
 ,BX,10,10468,2240 CEDAR AVENUE,1008522,253010,B1,0,2018-03-20
 ,BX,10,10463,2758 KINGSBRIDGE TERRACE,1011108,257202,B2,10,2017-10-13
 ,BX,10,10468,2715 CLAFLIN AVENUE,1011509,256082,D1,0,2017-10-18
P,BX,10,10463,3980 ORLOFF AVENUE,1014123,261392,D4,2625,2017-10-04
P,BX,10,10463,3980 ORLOFF AVENUE,1014123,261392,D4,3375,2017-10-30
P,BX,9,10451,293 EAST 163 STREET,1007355,240642,A5,555000,2017-08-30
P,BX,9,10456,1278 FINDLAY AVENUE,1008839,243243,A5,192150,2017-10-27
P,BX,9,10456,1278 FINDLAY AVENUE,1008839,243243,A5,10,2017-10-24
P,BX,9,10456,312 EAST 164 STREET,1007636,240807,B9,156200,2017-06-27
P,BX,9,10452,134 ELLIOT PLACE,1007704,244685,C1,0,2017-12-26
P,BX,9,10456,320 EAST 166 STREET,1008103,241599,C1,0,2017-06-29
P,BX,9,10456,1181 SHERMAN AVENUE,1007350,242861,D1,0,2017-10-05
 ,BX,11,10462,865 KINSELLA STREET,1023005,247506,B2,510000,2018-05-08
 ,BX,11,10462,1943 FOWLER AVENUE,1022608,248981,B2,0,2018-02-08
 ,BX,11,10462,1845 BRONXDALE AVENUE,1022956,247945,B2,565000,2017-06-08
 ,BX,11,10461,1147 PIERCE AVENUE,1026073,248044,B2,0,2018-02-06
 ,BX,11,10461,1720 TENBROECK AVENUE,1026305,249229,B3,10,2018-02-05
 ,BX,11,10461,1147 PIERCE AVENUE,1026073,248044,B2,773000,2017-07-26
P,BX,11,10462,754 BRADY AVENUE,1021447,249730,D4,165000,2017-12-04
P,BX,11,10462,754 BRADY AVENUE,1021447,249730,D4,155000,2018-01-19
 ,BX,12,10459,855 EAST 167 STREET,1012574,240393,B3,395000,2017-10-27
P,BX,9,10456,583 EAST 168 STREET,1010881,241919,B1,575000,2017-11-28
P,BX,8,10455,726 UNION AVENUE,1010975,237005,B1,655000,2017-12-28
P,BX,8,10455,719 BECK STREET,1011954,236411,C0,535000,2017-08-23
 ,BX,9,10456,1116 JACKSON AVENUE,1011089,240701,C0,630000,2017-11-13
 ,BX,12,10459,1340 PROSPECT AVENUE,1012718,241529,C0,525000,2017-07-26
P,BX,12,10459,975 UNION AVENUE,1011339,239126,C6,55500,2018-04-17
P,BX,12,10459,975 UNION AVENUE,1011339,239126,C6,55500,2018-05-14
P,BX,12,10459,975 UNION AVENUE,1011339,239126,C6,65000,2018-05-18
P,BX,12,10459,975 UNION AVENUE,1011339,239126,C6,70000,2018-04-17
 ,BX,7,10454,340 EAST 141 STREET,1005464,234962,A5,40000,2018-05-22
 ,BX,7,10455,444 TIMPSON PLACE,1010225,234211,C0,381000,2017-06-12
 ,BX,7,10454,436 EAST 141 STREET,1006296,234502,C0,0,2018-03-19
P,BX,9,10453,1785 TOWNSEND AVENUE,1008843,248337,C1,0,2017-10-31
 ,BX,12,10462,1410 WHITE PLAINS ROAD,1022196,243823,C0,450000,2017-06-23
 ,BX,12,10460,1860 GUERLAIN STREET,1021700,245221,C0,725000,2017-10-24
 ,BX,11,10460,1626 TAYLOR AVENUE,1020851,245873,C3,0,2017-10-23
 ,BX,11,10469,2224 LODOVICK AVENUE,1029359,251930,A3,500000,2017-08-10
 ,BX,11,10469,2447 MICKLE AVENUE,1028195,253467,A1,10,2018-04-06
 ,BX,11,10469,1505 PELHAM PARKWAY NORTH,1027716,252080,A5,560000,2017-10-25
 ,BX,11,10469,2318 YOUNG AVENUE,1026297,252805,A1,700000,2018-03-05
 ,BX,11,10469,1224 ASTOR AVENUE,1025193,252467,A1,0,2018-02-15
 ,BX,11,10469,2324 MORGAN AVENUE,1027076,252799,A5,330000,2018-04-12
 ,BX,11,10469,2301 MORGAN AVENUE,1026928,252585,A1,0,2017-09-05
 ,BX,11,10469,2445 ESPLANADE,1024976,253547,A1,0,2018-03-16
 ,BX,11,10469,2412 WILSON AVENUE,1026044,253152,B1,575000,2017-10-24
 ,BX,11,10469,2541 HONE AVENUE,1023510,254215,B1,440000,2017-07-27
 ,BX,11,10461,1194 LYDIG AVENUE,1024996,251110,B1,855000,2017-09-14
 ,BX,11,10462,2075 WALLACE AVENUE,1021503,249988,D4,65000,2017-12-13
 ,BX,11,10462,2075 WALLACE AVENUE,1021503,249988,D4,100000,2017-11-28
 ,BX,10,10463,3115 NETHERLAND AVENUE,1008521,261007,A1,995000,2018-03-12
 ,BX,10,10463,595 WEST 239 STREET,1009119,263469,A5,0,2017-08-10
 ,BX,10,10471,441 WEST 263 STREET,1011480,271703,B1,780000,2017-11-08
 ,BX,10,10471,5715 MOSHOLU AVENUE,1011878,269304,D4,230000,2018-04-25
 ,BX,10,10471,5715 MOSHOLU AVENUE,1011878,269304,D4,120000,2017-12-07
 ,BX,10,10471,5715 MOSHOLU AVENUE,1011878,269304,D4,120000,2017-06-16
 ,BX,10,10471,5715 MOSHOLU AVENUE,1011878,269304,D4,215000,2017-06-29
P,BX,10,10463,750 KAPPOCK STREET,1006190,260544,D4,525000,2017-11-21
P,BX,10,10463,750 KAPPOCK STREET,1006190,260544,D4,619500,2017-12-12
P,BX,10,10463,750 KAPPOCK STREET,1006190,260544,D4,386000,2018-02-05
P,BX,10,10463,750 KAPPOCK STREET,1006190,260544,D4,425000,2018-03-27
P,BX,10,10463,750 KAPPOCK STREET,1006190,260544,D4,280000,2018-05-09
 ,BX,10,10463,3600 FIELDSTON ROAD,1010085,262102,D4,315000,2017-10-25
 ,BX,10,10463,3600 FIELDSTON ROAD,1010085,262102,D4,179995,2018-05-24
 ,BX,10,10463,3600 FIELDSTON ROAD,1010085,262102,D4,160000,2017-11-30
 ,BX,10,10463,3600 FIELDSTON ROAD,1010085,262102,D4,0,2017-09-01
 ,BX,10,10463,3600 FIELDSTON ROAD,1010085,262102,D4,157500,2018-01-11
 ,BX,10,10463,3600 FIELDSTON ROAD,1010085,262102,D4,157500,2018-01-11
 ,BX,10,10463,525 WEST 236 STREET,1009647,262316,D4,145000,2017-11-09
 ,BX,8,10461,1861 MULFORD AVENUE,1029824,248541,A1,599000,2017-07-14
 ,BX,8,10461,1524 HUTCHINSON RVR PKWY,1029257,245735,A1,1000,2017-12-12
 ,BX,8,10461,2860 EAST 195 STREET,1030543,250091,A2,0,2017-08-04
 ,BX,8,10461,2012 CONTINENTAL AVENUE,1031458,249883,B1,490000,2017-10-31
 ,BX,8,10461,1260 HOBART AVENUE,1032083,244526,B1,780000,2017-07-26
 ,BX,8,10461,3137 SANDS PLACE,1031699,249433,C0,525000,2017-12-21
 ,BX,8,10461,2892 ROEBLING AVENUE,1030416,246298,C3,0,2017-11-01
 ,BX,8,10473,716 ROSEDALE AVENUE,1021335,237816,A5,405000,2018-02-12
 ,BX,8,10473,419 TAYLOR AVENUE,1022608,235712,A2,0,2017-11-13
 ,BX,8,10473,111 LIGHTHOUSE COURT,1025748,233560,B2,364026,2017-07-07
 ,BX,8,10472,1067 COLGATE AVENUE,1017052,239852,B1,545000,2017-11-29
 ,BX,8,10473,323 WHITE PLAINS ROAD,1024000,235321,B2,0,2018-01-24
 ,BX,8,10472,1067 COLGATE AVENUE,1017052,239852,B1,335000,2017-07-24
 ,BX,12,10472,1248 BRONX RIVER AVENUE,1016890,241659,B1,0,2017-10-06
 ,BX,12,10472,1419 COMMONWEALTH AVENUE,1020412,243645,B1,585000,2017-06-29
 ,BX,8,10473,111 LIGHTHOUSE COURT,1025748,233560,B2,0,2017-08-31
P,BX,8,10473,634 COMMONWEALTH AVENUE,1021699,237261,C0,685000,2017-08-31
 ,BX,8,10473,1822 SEWARD AVENUE,1022430,237739,C0,722958,2017-10-23
 ,BX,12,10472,1137 COMMONWEALTH AVENUE,1020818,241269,C0,471000,2017-10-03
 ,BX,8,10473,1822 SEWARD AVENUE,1022430,237739,C0,476500,2017-06-14
 ,BX,12,10472,1408 BRONX RIVER AVENUE,1017663,243119,C3,325000,2017-08-15
 ,BX,8,10465,83 SILVER BEACH,1036260,235902,A8,3600,2018-02-20
 ,BX,8,10465,83 SILVER BEACH,1036260,235902,A8,488600,2017-11-17
 ,BX,8,10465,219 CALHOUN AVENUE,1034623,236561,A5,457000,2017-11-13
 ,BX,8,10465,3248 TIERNEY PLACE,1039620,236072,A1,718000,2017-11-28
P,BX,8,10465,178D EDGEWATER PARK,1036512,238746,A8,300000,2017-09-14
 ,BX,8,10465,83 SILVER BEACH,1036260,235902,A8,290000,2017-09-12
P,BX,8,10465,178D EDGEWATER PARK,1036512,238746,A8,230000,2018-02-28
 ,BX,8,10465,214 MEAGHER AVENUE,1036659,237381,A5,530000,2017-10-26
 ,BX,8,10465,83 SILVER BEACH,1036260,235902,A8,290000,2018-05-31
 ,BX,8,10465,515 EDISON AVENUE,1034388,239172,A2,247988,2018-02-26
 ,BX,8,10465,515 EDISON AVENUE,1034388,239172,A2,648663,2018-02-26
 ,BX,8,10465,3054 LAFAYETTE AVENUE,1033538,242111,B3,590000,2017-06-20
 ,BX,8,10465,2983 LAWTON AVENUE,1035690,237373,B1,555000,2017-10-26
 ,BX,8,10465,186 BRINSMADE AVENUE,1034212,236101,B1,653375,2018-04-02
 ,BX,8,10465,255 GRAFF AVENUE,1033038,236329,B1,480000,2018-03-29
 ,BX,8,10465,2626 MILES AVENUE,1032355,236391,B2,980000,2018-05-31
 ,BX,8,10465,865 QUINCY AVENUE,1031905,241004,B1,625000,2017-10-30
 ,BX,8,10465,538 LOGAN AVENUE,1034696,239567,C0,0,2017-11-22
 ,BX,11,10466,4220 GUNTHER AVENUE,1025780,265273,A1,410000,2017-12-11
 ,BX,11,10466,4327 BYRON AVENUE,1024546,265740,A1,0,2017-06-08
 ,BX,11,10466,4373 WILDER AVENUE,1027267,266861,A2,250000,2017-11-10
 ,BX,11,10466,4180 WILDER AVENUE,1027785,265625,A5,450000,2018-03-13
 ,BX,11,10466,4112 BOYD AVENUE,1025796,264303,B2,0,2018-03-01
 ,BX,11,10466,4450 WILDER AVENUE,1027154,267624,B1,0,2017-08-25
 ,BX,11,10470,4546 RICHARDSON AVENUE,1024932,267769,C0,0,2017-08-30
 ,BX,11,10462,2206 MANNING STREET,1025239,244201,A1,550000,2017-10-11
 ,BX,8,10462,2352 WATERBURY AVENUE,1026745,243364,B2,499000,2017-10-23
 ,BX,11,10462,2210 LYON AVENUE,1025357,243688,C3,0,2018-03-06
 ,BX,11,10462,2210 LYON AVENUE,1025357,243688,C3,725000,2018-03-29
 ,BX,11,10469,1048 EAST 214 STREET,1024411,258759,A5,489000,2017-11-02
P,BX,11,10467,819 EAST 217 STREET,1022994,260366,B3,0,2017-09-26
P,BX,11,10467,819 EAST 217 STREET,1022994,260366,B3,475000,2017-06-05
 ,BX,11,10469,1024 EAST 212 STREET,1023997,258336,B1,0,2017-10-26
 ,BX,11,10467,650 EAST 219 STREET,1021649,261342,B2,599000,2018-01-19
 ,BX,11,10466,808 EAST 227 STREET,1023932,262839,B9,579000,2017-06-29
 ,BX,11,10467,3661 WILLETT AVENUE,1021344,260393,B2,452251,2018-03-29
 ,BX,11,10467,682 EAST 220 STREET,1022061,261484,C0,360000,2018-04-23
 ,BX,11,10469,904 EAST 213 STREET,1023284,258956,C2,740000,2017-08-17
 ,BX,11,10470,358 EAST 235 STREET,1021557,266331,A1,477000,2018-01-05
 ,BK,20,11214,8669 21 AVENUE,985034,158534,B9,0,2018-04-05
 ,BK,20,11214,8820 16 AVENUE,980870,159978,B1,0,2018-04-19
 ,BK,20,11214,8687 19 AVENUE,983696,159370,B1,10,2017-08-16
 ,BK,20,11228,8709 15 AVENUE,981035,161165,C0,1200000,2017-07-11
 ,BK,20,11214,8700 BAY 16 STREET,982461,160146,C0,0,2018-04-04
 ,BK,20,11209,8902 SHORE COURT,973445,166219,A5,1110000,2017-10-10
 ,BK,20,11209,329 101 STREET,974607,162552,A5,1200000,2018-04-06
 ,BK,20,11209,215 91 STREET,974658,165423,A9,1095500,2017-07-21
 ,BK,20,11228,7110 8 AVENUE,979658,168496,A5,900000,2017-10-03
 ,BK,20,11209,217 80 STREET,975585,168271,A1,0,2017-12-19
 ,BK,20,11209,258 80 STREET,975851,168011,A1,1460000,2018-03-16
 ,BK,20,11220,6737 COLONIAL ROAD,975786,171904,B1,0,2018-01-25
 ,BK,20,11209,545 76 STREET,978303,168093,B2,1330000,2017-12-19
 ,BK,20,11209,631 72 STREET,979159,168790,B2,1207500,2018-01-22
 ,BK,20,11209,8202 6 AVENUE,977956,166226,B1,10,2018-02-09
 ,BK,20,11209,9612 3 AVENUE,974721,163813,B1,1075000,2018-03-30
 ,BK,20,11209,9315 RIDGE BOULEVARD,974371,164712,B1,1150000,2017-10-03
P,BK,20,11209,137 92 STREET,974032,165346,B2,0,2018-04-12
 ,BK,20,11209,9612 3 AVENUE,974721,163813,B1,0,2018-03-23
 ,BK,20,11209,548 79 STREET,977932,167187,C0,1720000,2018-01-08
 ,BK,20,11209,7825 4 AVENUE,977087,168065,D4,714228,2018-02-26
P,BK,20,11209,7609 4 AVENUE,977248,168619,D4,329000,2017-08-30
P,BK,20,11209,145 72 STREET,975608,170529,D4,300000,2017-10-25
P,BK,20,11209,145 72 STREET,975608,170529,D4,470000,2018-03-15
P,BK,20,11209,145 72 STREET,975608,170529,D4,305000,2018-04-16
P,BK,20,11209,7609 4 AVENUE,977248,168619,D4,315000,2017-07-25
P,BK,20,11209,7609 4 AVENUE,977248,168619,D4,299000,2018-01-10
