ownertype,borough,schooldist,zipcode,address,xcoord,ycoord,buildingclassatpresent,saleprice,saledate
 ,QN,24,11378,68-05 59 ROAD,1013502,202519,A1,625000,2017-10-02
 ,QN,24,11378,66-11 HULL AVENUE,1012394,204179,A1,755000,2017-11-27
 ,QN,24,11378,52-38 66 STREET,1012127,206187,A1,640000,2017-08-04
 ,QN,24,11378,61-30 55 DRIVE,1011101,203584,A1,450000,2017-06-28
 ,QN,24,11378,60-70 60 STREET,1010332,199419,B3,0,2018-01-03
 ,QN,24,11379,62-01 62 ROAD,1012153,199273,B2,0,2017-06-06
 ,QN,24,11377,50-06 67 STREET,1012499,207698,B3,0,2017-08-03
 ,QN,24,11379,8278 CALDWELL AVENUE,1018985,203472,A1,975000,2018-01-05
 ,QN,24,11379,58-33 82 STREET,1017852,204410,A5,665000,2017-11-08
 ,QN,24,11379,64-60 83 STREET,1020135,201373,A5,0,2018-03-30
 ,QN,24,11379,73-11 69 AVENUE,1018117,197780,A9,533000,2017-06-21
 ,QN,24,11379,84-34 DANA COURT,1020548,202567,A1,180433,2017-09-15
 ,QN,24,11379,69-39 78 STREET,1019167,197487,A9,885000,2017-08-28
 ,QN,24,11379,63-57 PLEASANTVIEW STREET,1016933,200300,B1,0,2017-09-14
 ,QN,24,11379,84-17 PENELOPE AVENUE,1020446,202386,B3,1100000,2017-12-28
 ,QN,24,11379,64-16 79 STREET,1018774,201064,B3,0,2017-12-26
 ,QN,24,11379,81-07 64 ROAD,1019576,201244,B3,0,2017-12-08
 ,QN,24,11379,85-25 60 ROAD,1019174,205129,C1,0,2017-07-19
 ,QN,26,11364,78-47 222 STREET,1053931,207546,A1,0,2017-06-02
 ,QN,26,11364,217-35 KINGSBURY AVENUE,1052450,207776,A2,1018000,2018-04-27
 ,QN,26,11364,228-04 HOR HARDING EP SR S,1053556,212764,B2,0,2018-05-14
 ,QN,26,11364,69-85 229 STREET,1054777,210168,B3,1800000,2018-03-23
 ,QN,27,11417,84-12 108 AVENUE,1025247,185879,A5,0,2017-09-15
 ,QN,27,11417,107-74 101 STREET,1029227,186298,B3,480000,2018-05-10
 ,QN,27,11417,103-39 91 STREET,1026507,187139,B1,475000,2017-11-22
 ,QN,27,11416,86-15 95 AVENUE,1024573,188984,B9,0,2017-10-24
 ,QN,27,11416,88-05 97 AVENUE,1025131,188701,B3,0,2017-06-20
 ,QN,27,11417,107-61 77 STREET,1023333,185220,B2,0,2017-08-20
 ,QN,27,11417,103-39 91 STREET,1026507,187139,B1,0,2017-10-03
P,QN,27,11417,90-39 DESARC ROAD,1027382,184722,B2,665000,2017-11-21
 ,QN,27,11417,107-61 77 STREET,1023333,185220,B2,0,2018-01-10
 ,QN,27,11417,96-01 103 AVENUE,1027496,188074,B9,800000,2018-04-25
 ,QN,27,11416,84-24 102 AVENUE,1024724,187408,C0,0,2017-09-18
 ,QN,29,11429,108-16 227 STREET,1059161,196954,A0,50000,2017-12-20
 ,QN,29,11428,94-52 218 STREET,1056873,201337,A1,585000,2018-04-11
 ,QN,29,11429,111-25 SPRINGFIELD BLVD,1056547,196571,A5,240000,2017-12-20
 ,QN,29,11428,92-41 214 STREET,1054805,201647,A1,1,2017-07-03
 ,QN,29,11429,225-15 113 AVENUE,1058652,195912,A0,0,2018-04-27
 ,QN,29,11429,111-25 SPRINGFIELD BLVD,1056547,196571,A5,499000,2018-05-14
 ,QN,29,11428,93-18 216 STREET,1056048,201726,A1,0,2017-06-11
 ,QN,29,11429,225-42 MURDOCK AVENUE,1058858,195465,A5,0,2017-09-14
 ,QN,29,11428,92-47 217 STREET,1056116,202389,A1,620000,2017-11-17
 ,QN,29,11427,89-16 218 PLACE,1054879,204479,A1,488000,2017-07-12
 ,QN,29,11429,225-15 113 AVENUE,1058652,195912,A0,0,2017-11-16
 ,QN,29,11429,225-15 113 AVENUE,1058652,195912,A0,0,2018-05-23
 ,QN,29,11428,91-02 214 STREET,1054377,202285,A1,380000,2017-12-13
 ,QN,29,11428,93-30 216 STREET,1056105,201619,A1,400000,2018-05-07
 ,QN,29,11428,9107 219 STREET,1056152,203582,A1,0,2017-10-31
 ,QN,29,11427,89-48 219 STREET,1055297,204379,A1,505000,2017-08-24
 ,QN,29,11429,217-24 100 AVENUE,1056155,199951,A1,435000,2018-01-19
 ,QN,29,11429,218-41 100 AVENUE,1057393,199951,B2,465000,2017-08-03
 ,QN,26,11427,232-20 HILLSIDE AVENUE,1057103,206487,B1,708000,2017-06-27
 ,QN,29,11428,92-42 215 STREET,1055324,201841,B3,525000,2017-06-16
 ,QN,29,11428,94-45 221 STREET,1058196,201860,B3,550000,2017-11-13
 ,QN,28,11374,65-28 ELLWELL CRESCENT,1022688,201612,A2,1100000,2017-07-14
 ,QN,28,11374,61-24 AUSTIN STREET,1020261,204993,A1,870000,2017-08-18
 ,QN,28,11374,64-48 ALDERTON STREET,1023105,202404,A5,695000,2017-08-14
 ,QN,28,11374,64-17 ALDERTON STREET,1023161,202792,A5,800000,2017-12-01
 ,QN,28,11374,85-12 66 ROAD,1022430,200820,A5,640000,2017-06-19
 ,QN,28,11374,63-31 CARLTON STREET,1021109,203377,B3,1305000,2017-09-26
 ,QN,28,11374,63-04 CROMWELL CRESCENT,1022112,202928,B1,1200000,2017-10-25
 ,QN,28,11374,66-28 BOOTH STREET,1024140,203736,B3,0,2018-02-21
 ,QN,28,11374,96-11 65 ROAD,1023311,204364,D4,165000,2017-06-08
 ,QN,28,11374,96-11 65 ROAD,1023311,204364,D4,170000,2017-09-08
 ,QN,28,11374,96-11 65 ROAD,1023311,204364,D4,285000,2017-09-20
 ,QN,28,11374,96-11 65 ROAD,1023311,204364,D4,306000,2017-12-13
 ,QN,28,11374,96-11 65 ROAD,1023311,204364,D4,385000,2018-02-20
 ,QN,28,11374,96-11 65 ROAD,1023311,204364,D4,285000,2018-02-28
 ,QN,28,11419,107-48 126 STREET,1035011,188772,A1,510000,2017-07-11
 ,QN,28,11419,105-37 134 STREET,1036600,190429,A1,0,2017-11-01
 ,QN,27,11417,107-41 107 STREET,1030634,187136,A1,0,2018-03-26
 ,QN,28,11419,104-48 125 STREET,1034464,189521,A2,0,2017-08-07
 ,QN,27,11418,112-07 MYRTLE AVENUE,1029260,194657,A1,619000,2018-02-06
 ,QN,27,11418,104-38 92 AVENUE,1028555,191373,A1,446000,2017-11-08
 ,QN,28,11418,89-27 127 STREET,1033520,193793,A1,0,2017-10-09
 ,QN,28,11419,106-12 VAN WYCK EXPWY SR W,1037101,190176,B2,760000,2018-02-27
 ,QN,28,11419,101-40 131 STREET,1035297,191285,B3,0,2017-06-23
 ,QN,27,11419,97-12 117 STREET,1031844,190812,B2,560000,2017-06-08
 ,QN,28,11419,130-11 97 AVENUE,1034870,192178,B3,0,2018-03-27
 ,QN,27,11417,103-51 104 STREET,1029424,188118,B1,385000,2017-08-30
 ,QN,27,11418,91-14 104 STREET,1028039,191355,B2,801500,2017-10-17
 ,QN,27,11418,91-44 114 STREET,1030564,192128,B2,725000,2018-04-04
 ,QN,27,11418,91-44 114 STREET,1030564,192128,B2,0,2017-11-29
P,QN,27,11419,95-67 114 STREET,1031321,190552,B3,555000,2017-08-01
 ,QN,27,11418,105-08 JAMAICA AVENUE,1028170,192537,B3,580000,2017-08-16
 ,QN,27,11418,91-37 LEFFERTS BOULEVARD,1031925,192513,B1,950000,2017-09-26
 ,QN,24,11385,1749 DE KALB AVENUE,1007326,196897,A5,767000,2017-06-22
 ,QN,24,11385,60-64 68 ROAD,1012741,195784,C0,1200000,2018-05-04
 ,QN,24,11385,1867 BLEECKER STREET,1009145,196693,C3,1450000,2017-08-10
 ,QN,24,11385,17-30 STEPHEN STREET,1011704,193670,C2,370000,2018-01-19
 ,QN,27,11694,121-08 NEWPORT AVENUE,1027908,150687,B3,300000,2017-09-21
 ,QN,29,11422,243-39 144 AVENUE,1056980,179814,A1,277500,2017-06-01
 ,QN,29,11422,253-01 147 DRIVE,1057359,178413,A1,452500,2017-11-10
 ,QN,29,11422,259-59 149 AVENUE,1059874,177308,A5,430000,2018-01-19
 ,QN,29,11413,145-54 232 STREET,1054072,179523,A1,225000,2017-12-22
 ,QN,29,11413,220-15 145 ROAD,1051390,181100,A2,450000,2017-09-18
 ,QN,29,11413,232-20 143 AVENUE,1055346,181387,A5,0,2018-03-19
 ,QN,29,11422,133-76 242 STREET,1058460,184591,A1,320000,2017-10-20
 ,QN,29,11422,133-48 243 STREET,1058783,184712,A2,0,2018-01-24
 ,QN,29,11413,144-18 222 STREET,1051848,181674,A2,240000,2017-11-09
 ,QN,29,11422,244-21 136 ROAD,1058750,183149,A2,0,2018-02-15
 ,QN,29,11413,144-44 231 STREET,1054179,180348,A2,0,2018-01-29
 ,QN,29,11413,144-44 231 STREET,1054179,180348,A2,515000,2017-09-12
 ,QN,29,11422,133-86 HOOK CREEK BOULEVARD,1059616,184159,A2,555000,2017-08-18
 ,QN,29,11422,141-45 253 STREET,1058390,179883,B2,800000,2018-01-11
 ,QN,29,11422,257-19 147 DRIVE,1058835,178365,B3,819000,2017-11-20
P,QN,27,11434,153-30 FOCH BOULEVARD,1042764,187625,A9,210000,2018-04-05
P,QN,28,11434,117-11 169 STREET,1045995,189174,A1,0,2018-05-04
 ,QN,27,11436,116-28 148 STREET,1041488,187627,A1,489000,2018-04-27
P,QN,27,11436,123-24 146 STREET,1041831,185176,A1,515000,2017-07-19
 ,QN,28,11434,167-10 118 AVENUE,1045927,188501,A1,510000,2018-01-23
 ,QN,28,11434,117-38 164 STREET,1044767,188345,A1,0,2017-11-20
 ,QN,27,11436,126-39 147 STREET,1042279,184249,A1,785000,2018-05-30
 ,QN,27,11436,128-23 147 STREET,1042200,183796,A1,350000,2017-08-17
 ,QN,27,11434,155-16 116 DRIVE,1042999,188052,A1,80000,2017-09-07
P,QN,27,11436,130-36 145 STREET,1041187,183278,A5,437000,2018-03-29
 ,QN,27,11436,119-24 146 STREET,1041407,186357,A1,549000,2018-05-09
 ,QN,27,11436,120-21 140 STREET,1039554,185416,A1,235000,2018-01-17
 ,QN,28,11436,114-28 148 STREET,1041010,188900,A1,250000,2018-04-20
 ,QN,27,11436,119-24 146 STREET,1041407,186357,A1,260000,2018-01-26
 ,QN,27,11436,142-34 BASCOM AVENUE,1040503,184541,B2,450000,2018-05-31
 ,QN,28,11434,161-26 119 ROAD,1044682,187589,B3,345000,2017-07-14
 ,QN,28,11434,161-26 119 ROAD,1044682,187589,B3,515000,2017-10-23
 ,QN,27,11436,117-10 145 STREET,1040691,186782,B3,850000,2017-12-13
 ,QN,27,11436,123-26 146 STREET,1041839,185153,B3,620000,2018-05-22
 ,QN,27,11436,129-12 143 STREET,1040780,183940,B3,580000,2018-05-03
 ,QN,27,11436,130-08 140 STREET,1039850,183830,B1,555000,2018-03-26
 ,QN,28,11434,164-11 120 AVENUE,1045304,187661,B2,0,2017-12-18
 ,QN,28,11433,163-72 MATHIAS AVENUE,1043864,191536,A2,383000,2017-12-28
 ,QN,28,11433,168-04 110 AVENUE,1044021,192564,A1,515712,2017-07-21
 ,QN,28,11433,107-23 157 STREET,1040837,192845,A1,430000,2017-11-21
 ,QN,29,11433,174-16 108 AVENUE,1044936,194412,A1,0,2018-03-03
 ,QN,28,11435,145-02 107 AVENUE,1038512,191195,A1,765000,2018-04-10
 ,QN,29,11433,174-16 108 AVENUE,1044936,194412,A1,0,2018-03-03
 ,QN,29,11433,103-24 168 PLACE,1042515,195141,A1,300000,2017-11-20
 ,QN,28,11433,111-20 169 STREET,1044502,191931,A1,500000,2017-08-16
 ,QN,28,11433,109-32 153 STREET,1040594,191094,B3,0,2017-07-28
 ,QN,28,11433,164-33 108 DRIVE,1043070,193268,B3,750000,2017-12-22
 ,QN,28,11433,107-59 164 STREET,1042408,193326,B3,0,2017-07-27
 ,QN,28,11433,111-28 158 STREET,1042205,190543,C5,645674,2018-02-02
 ,QN,27,11420,114-21 121 STREET,1034696,186594,A1,0,2017-10-04
 ,QN,28,11420,111-17 128 STREET,1036146,187918,A1,220500,2018-04-06
 ,QN,27,11420,122-04 LINDEN BOULEVARD,1034864,186829,A1,390000,2018-04-26
 ,QN,27,11420,149-31 122 STREET,1034552,182434,A5,450000,2017-07-18
 ,QN,28,11420,109-35 133 STREET,1036914,188941,A1,430000,2017-07-28
 ,QN,27,11420,114-24 117 STREET,1033594,186160,A1,565000,2017-08-02
 ,QN,27,11420,121-05 LINDEN BOULEVARD,1034581,186912,A1,340000,2017-09-22
 ,QN,28,11420,125-22 109 AVENUE,1035222,188416,A1,0,2018-01-05
 ,QN,27,11420,114-22 125 STREET,1035521,186904,A1,435000,2017-06-30
 ,QN,27,11420,130-24 116 STREET,1033343,184892,A1,578000,2018-05-14
 ,QN,27,11420,149-43 115 STREET,1032729,182716,B2,790000,2017-06-14
 ,QN,27,11420,114-33 133 STREET,1037435,187501,B2,649000,2017-07-17
 ,QN,27,11420,111-42 113 STREET,1032505,186283,B2,720000,2017-11-20
 ,QN,27,11420,132-17 LINDEN BOULEVARD,1037154,187881,B3,590000,2017-06-19
 ,QN,27,11420,115-24 132 STREET,1037274,186787,B3,629000,2018-03-08
 ,QN,27,11420,115-04 VAN WYCK EXPWY SR W,1038192,187352,B3,455000,2017-10-11
 ,QN,27,11420,125-11 SUTTER AVENUE,1036179,184588,B3,1300000,2018-03-28
 ,QN,27,11420,129-42 133 STREET,1038137,183815,C0,225000,2017-06-18
 ,QN,29,11434,178-26 146 ROAD,1048741,180769,A1,370000,2017-07-12
 ,QN,28,11434,137-09 173 STREET,1048796,184457,A1,0,2017-06-14
 ,QN,27,11434,134-48 157 STREET,1045517,183558,A1,0,2017-07-07
 ,QN,28,11434,140-29 173 STREET,1048873,183562,A1,239400,2017-11-17
 ,QN,29,11413,121-21 196 STREET,1052997,189763,A1,530000,2017-07-05
 ,QN,27,11434,137-18 158 STREET,1045934,183358,B2,550000,2018-01-29
 ,QN,29,11413,144-36 182 STREET,1049980,181968,B1,300000,2017-07-28
 ,QN,29,11434,145-62 180 STREET,1049276,181284,B3,650000,2017-09-21
 ,QN,28,11434,174-06 125 AVENUE,1048136,187729,B2,700000,2018-05-21
 ,QN,28,11434,137-11 169 STREET,1047813,184230,B2,0,2017-07-11
 ,QN,29,11413,144-36 182 STREET,1049980,181968,B1,755000,2018-02-02
 ,QN,29,11412,110-48 197 STREET,1050925,195658,A1,380250,2018-02-19
 ,QN,29,11429,111-46 207 STREET,1053778,196067,A1,0,2017-11-17
 ,QN,29,11429,111-46 207 STREET,1053778,196067,A1,459000,2017-10-03
 ,QN,29,11412,112-17 204 STREET,1053057,195578,A5,274500,2017-12-26
 ,QN,29,11412,118-15 190 STREET,1050799,190883,A1,0,2017-09-07
 ,QN,29,11433,110-17 171 PLACE,1044774,192870,A5,453000,2017-12-06
 ,QN,29,11433,174-01 111 AVENUE,1045603,192882,A1,10,2017-12-19
 ,QN,29,11433,111-19 178 PLACE,1046799,193528,A1,679000,2017-08-31
 ,QN,29,11412,186-29 HILBURN AVENUE,1048288,194743,A1,599000,2017-09-11
 ,QN,29,11412,194-47 114 DRIVE,1051274,193589,A1,337000,2018-03-15
 ,QN,29,11412,114-58 198 STREET,1051901,193628,A5,462000,2018-04-30
 ,QN,29,11412,197-11 116 AVENUE,1052134,192792,A1,452250,2018-04-03
 ,QN,28,11434,178-33 120 AVENUE,1049417,189197,B3,0,2017-10-30
 ,QN,29,11412,119-23 197 STREET,1052689,190886,B1,0,2018-02-02
 ,QN,29,11412,109-98 202 STREET,1052118,196216,B3,640000,2017-07-19
 ,QN,29,11412,112-18 198 STREET,1051429,194996,B3,532000,2017-10-13
 ,QN,29,11429,110-03 FRANCIS LEWIS BLVD,1053454,196704,C3,485000,2017-08-25
 ,QN,24,11104,50-14 39 PLACE,1004562,208081,B3,843000,2018-05-08
 ,QN,24,11377,45-49 49 STREET,1007527,209232,B1,780000,2017-11-22
 ,QN,24,11377,50-23 45 STREET,1006248,207735,C2,1860000,2018-01-31
 ,QN,30,11104,41-42 42 STREET,1005788,210978,D4,400000,2017-06-26
 ,QN,30,11104,41-42 42 STREET,1005788,210978,D4,391723,2017-08-18
 ,QN,30,11104,41-42 42 STREET,1005788,210978,D4,435000,2017-10-31
 ,QN,30,11104,41-42 42 STREET,1005788,210978,D4,390000,2017-12-15
 ,QN,30,11104,41-42 42 STREET,1005788,210978,D4,365000,2018-01-30
 ,QN,30,11104,41-42 42 STREET,1005788,210978,D4,419796,2018-02-05
 ,QN,30,11104,46-01 39 AVENUE,1007329,212382,D4,390000,2017-07-19
 ,QN,30,11104,46-01 39 AVENUE,1007329,212382,D4,238000,2017-11-29
 ,QN,30,11104,46-01 39 AVENUE,1007329,212382,D4,100000,2018-01-09
 ,QN,30,11104,46-01 39 AVENUE,1007329,212382,D4,180000,2018-04-11
 ,QN,25,11357,149-32 3 AVENUE,1034462,229797,A1,1370000,2017-09-22
 ,QN,25,11357,149-46 16 ROAD,1035564,225217,A2,750000,2017-11-28
 ,QN,25,11357,149-35 21 AVENUE,1035295,223576,A1,855000,2018-02-22
 ,QN,25,11357,9-04 150 STREET,1035274,228195,A1,1430000,2017-06-22
 ,QN,25,11357,143-32 22 AVENUE,1032790,223203,A2,0,2017-10-16
 ,QN,25,11357,145-32 3 AVENUE,1032758,229172,A1,0,2018-01-31
 ,QN,25,11357,151-15 12 ROAD,1036466,227385,A5,720000,2018-01-08
 ,QN,25,11357,145-52 3 AVENUE,1032956,229231,A1,1200000,2017-10-31
 ,QN,25,11357,6-24 150 PLACE,1035354,229212,A1,0,2017-06-14
 ,QN,25,11357,166-27 17 ROAD,1040724,224330,B2,0,2017-11-20
 ,QN,25,11357,152-31 14 ROAD,1037181,227006,B1,6650,2017-12-14
 ,QN,25,11357,145-17 WILLETS POINT BLVD,1033143,222429,B1,4000000,2018-03-20
 ,QN,25,11357,147-27 20 ROAD,1034665,223901,B1,0,2017-10-26
 ,QN,25,11357,157-31 20 ROAD,1038308,223528,B2,1480000,2018-02-07
P,QN,27,11421,74-39 93 AVENUE,1021673,188721,A5,0,2017-06-01
 ,QN,27,11421,89-43 88 STREET,1024533,190338,A5,430000,2017-12-14
 ,QN,27,11421,80-14 85 AVENUE,1022243,192639,A1,525000,2018-04-16
 ,QN,27,11421,85-57 76 STREET,1021402,191980,B3,470400,2018-02-16
 ,QN,27,11421,76-03 85 DRIVE,1021341,192132,B2,0,2017-12-12
 ,QN,27,11421,91-46 80 STREET,1022839,188986,B9,862000,2018-02-23
 ,QN,27,11421,90-12 77 STREET,1021968,189693,B2,710000,2017-06-02
 ,QN,30,11377,41-19 57 STREET,1009886,210566,B2,0,2017-09-21
 ,QN,30,11377,48-40 58 LANE,1009830,207974,B1,0,2017-08-01
 ,QN,30,11377,32-29 60 STREET,1011378,214398,B1,10,2017-06-21
 ,QN,30,11377,32-29 60 STREET,1011378,214398,B1,10,2018-01-12
 ,QN,30,11377,32-48 61 STREET,1011497,214257,C0,0,2017-06-16
 ,QN,30,11377,41-67 53 STREET,1008813,210310,C0,0,2018-02-05
 ,QN,30,11377,37-19 59 STREET,1011004,212273,C2,460000,2017-07-17
 ,QN,30,11377,37-19 59 STREET,1011004,212273,C2,0,2017-08-09
 ,SI,31,10312,70 LORRAINE AVENUE,935563,136726,A5,542500,2018-03-19
 ,SI,31,10312,41 FABIAN STREET,935823,136120,B2,807500,2017-09-20
 ,SI,31,10312,104 ROSEDALE AVENUE,929219,138757,A9,410000,2018-05-01
 ,SI,31,10312,11C DELMAR AVENUE,930059,138719,A5,430000,2018-04-26
 ,SI,31,10312,51 AMANDA COURT,932877,144766,A5,370000,2017-07-11
 ,SI,31,10312,239 DOVER GREEN,929252,142745,A5,400000,2017-11-13
 ,SI,31,10312,40 JAMIE LANE,932915,144448,A5,0,2017-10-27
 ,SI,31,10312,36 BEEKMAN CIRCLE,929985,141009,A5,560000,2017-12-08
 ,SI,31,10312,49 BOULDER STREET,929773,137985,B9,620000,2017-12-22
 ,SI,31,10305,57 WATERVIEW COURT,967095,163067,B2,250000,2017-09-22
 ,SI,31,10314,116 BERGLUND AVENUE,937244,161254,A1,640000,2017-08-07
 ,SI,31,10314,67 LONGDALE STREET,938701,164003,A9,610000,2018-05-10
 ,SI,31,10314,67 LONGDALE STREET,938701,164003,A9,405000,2017-10-13
 ,SI,31,10314,95 CARNEGIE AVENUE,938264,159504,B2,630000,2017-07-11
 ,SI,31,10314,36 COMSTOCK AVENUE,940473,164403,B9,470000,2017-10-12
 ,SI,31,10314,272 ADA DRIVE,938730,165625,B2,0,2018-04-13
 ,SI,31,10314,10 LESTER STREET,949561,162412,A1,500,2018-02-08
 ,SI,31,10314,81 WINTHROP PLACE,950634,162448,A1,515000,2017-06-27
 ,SI,31,10314,211 COLLEGE AVENUE,948871,165753,A2,0,2017-10-04
 ,SI,31,10301,146 BEVERLY AVENUE,955416,164354,A1,0,2018-02-28
 ,SI,31,10310,270 LAWRENCE AVENUE,954722,166200,A2,0,2018-04-11
 ,SI,31,10301,936B CLOVE ROAD,953285,165628,A5,420000,2017-07-27
 ,SI,31,10304,11 CLIFFSIDE AVENUE,960562,162896,A1,269724,2017-11-29
 ,SI,31,10304,223 PIERCE STREET,961363,160523,A5,355000,2018-03-29
 ,SI,31,10304,993 VAN DUZER STREET,959951,163354,B3,399000,2017-12-20
 ,SI,31,10304,260 MOSEL AVENUE,961948,161343,A5,0,2017-10-03
 ,SI,31,10304,26 SKYLINE DRIVE,962089,163233,A5,400000,2017-09-14
 ,SI,31,10304,330 SKYLINE DRIVE,962157,162608,C6,116500,2018-03-13
 ,SI,31,10304,395 NORTH RAILROAD AVE,959159,155734,A5,543000,2017-08-14
 ,SI,31,10305,128 EVERGREEN AVENUE,959546,154848,A2,0,2018-01-31
 ,SI,31,10305,128 EVERGREEN AVENUE,959546,154848,A2,0,2018-01-26
 ,SI,31,10304,45 OAKDALE AVENUE,956607,156951,A1,820000,2018-01-18
 ,SI,31,10312,65 RETFORD AVENUE,938791,136255,A2,540000,2017-08-15
 ,SI,31,10312,61 RENSSELAER AVENUE,933962,139789,A2,540000,2017-06-26
 ,SI,31,10312,8 KATHY COURT,936621,143025,A5,390000,2017-07-14
 ,SI,31,10312,211 SEIDMAN AVENUE,938634,134276,A2,557000,2017-09-15
 ,SI,31,10312,32 NOTUS AVENUE,935213,139949,A5,545000,2018-03-22
 ,SI,31,10312,38 TOKEN STREET,935651,144026,A5,590000,2018-03-23
 ,SI,31,10312,22 BAMBERGER LANE,937862,137004,A5,600666,2017-11-29
P,SI,31,10312,40 DRUMGOOLE ROAD EAST,936749,142873,A2,545000,2018-05-09
 ,SI,31,10312,622 DRUMGOOLE ROAD WEST,935151,141672,A1,620000,2018-04-26
 ,SI,31,10306,49 FREMONT AVENUE,953318,150681,A5,0,2018-03-29
 ,SI,31,10306,233 MIDLAND AVENUE,955538,150168,A2,150000,2017-07-05
 ,SI,31,10305,57 ZOE STREET,956917,153102,A5,10,2017-08-24
 ,SI,31,10306,202 ADAMS AVENUE,956110,150940,A1,475000,2018-03-09
 ,SI,31,10306,208 HULL AVENUE,956322,151121,A2,580000,2017-12-18
 ,SI,31,10305,199 BUEL AVENUE,957763,152980,B2,0,2017-10-03
 ,SI,31,10306,20 ADAMS AVENUE,954744,152181,B2,950000,2018-03-07
 ,SI,31,10305,106 HILLCREST TERRACE,961337,159571,A0,400000,2017-08-31
 ,SI,31,10304,1115 TARGEE STREET,958916,158172,A1,505000,2017-12-05
 ,SI,31,10308,142 GURLEY AVENUE,941503,143866,A2,423200,2017-06-13
 ,SI,31,10308,16 MICHAEL COURT,941550,142770,A5,430000,2017-09-15
 ,SI,31,10308,309 CORBIN AVENUE,942895,144486,A5,650000,2017-08-09
 ,SI,31,10312,301 ELTINGVILLE BLVD,938175,140609,A5,0,2017-06-06
 ,SI,31,10312,278 CORTELYOU AVENUE,938879,140567,A9,498000,2017-12-06
 ,SI,31,10308,442 BARLOW AVENUE,938995,142444,A9,490000,2017-09-08
 ,SI,31,10308,142 GURLEY AVENUE,941503,143866,A2,428030,2017-09-27
 ,SI,31,10308,41 DOCKSIDE LANE,943990,136303,A5,645000,2018-04-24
 ,SI,31,10308,71 GRANDVIEW TERRACE,943148,138372,A3,988942,2017-12-29
 ,SI,31,10308,205 MAYBURY AVENUE,945280,139598,A1,639000,2017-11-20
 ,SI,31,10308,143 CORBIN AVENUE,943943,143147,A5,0,2017-06-19
P,SI,31,10308,336 ARTHUR KILL ROAD,941580,145487,A5,0,2017-11-18
 ,SI,31,10308,143 CORBIN AVENUE,943943,143147,A5,0,2017-06-23
P,SI,31,10308,336 ARTHUR KILL ROAD,941580,145487,A5,350000,2017-08-11
 ,SI,31,10308,245 GIFFORDS LANE,941773,142472,A5,395000,2017-11-17
 ,SI,31,10312,90 THORNYCROFT AVENUE,942057,134402,A5,535000,2017-10-03
 ,SI,31,10308,114 CLOVERDALE AVENUE,941036,137701,B3,1018248,2017-09-27
 ,SI,31,10308,111 RUSTIC PLACE,942982,138684,B9,0,2017-07-07
 ,SI,31,10306,21 FAIRBANKS AVENUE,947487,144291,A5,475000,2018-03-16
 ,SI,31,10306,57 SHERIDAN COURT,946866,143299,A1,715000,2018-01-17
 ,SI,31,10306,29 KELVIN AVENUE,946516,141845,A5,575000,2018-02-07
 ,SI,31,10306,51 KELVIN AVENUE,946637,141713,A5,560000,2017-12-13
 ,SI,31,10304,22 PLEASANT VALLEY AVE,959640,163550,A1,388000,2017-10-24
 ,SI,31,10304,84 STARBUCK STREET,959022,161644,B3,480000,2018-01-02
 ,SI,31,10312,744 LAMONT AVENUE,929222,135151,A2,0,2017-10-13
 ,SI,31,10309,530 DARLINGTON AVENUE,927696,133770,A2,473500,2018-03-09
P,SI,31,10312,95 WEST TERRACE,929741,133504,A2,415520,2018-01-04
 ,SI,31,10309,393 VERNON AVENUE,928951,133052,B3,0,2017-09-13
 ,SI,31,10314,22 DUKE PLACE,948898,159127,A9,10000,2017-08-25
 ,SI,31,10314,88 PORTAGE AVENUE,949867,158022,A5,450000,2017-07-12
 ,SI,31,10314,280 SUFFOLK AVENUE,948879,157383,B2,0,2017-10-25
 ,SI,31,10314,388 FANNING STREET,950165,158923,B2,0,2018-01-10
 ,SI,31,10303,80 SIMONSON AVENUE,942041,170582,A1,245000,2017-06-21
 ,SI,31,10305,641 OCEANSIDE AVENUE,962336,150324,A6,202648,2017-06-14
 ,SI,31,10306,1151 OLYMPIA BOULEVARD,957841,147297,A1,595000,2017-11-21
 ,SI,31,10306,376 GRIMSBY STREET,957310,147187,B9,0,2018-04-13
 ,SI,31,10301,12 CURTIS PLACE,961242,174069,A1,0,2018-02-27
P,SI,31,10301,52 CASSIDY PLACE,958201,173212,B2,580000,2017-08-25
 ,SI,31,10306,336 ROSS AVENUE,952738,146791,A1,0,2017-07-24
 ,SI,31,10306,135 BRYANT AVENUE,953346,149389,A2,0,2017-10-27
 ,SI,31,10306,138 PRESCOTT AVENUE,953691,149587,A1,0,2018-01-02
 ,SI,31,10306,71 CUBA AVENUE,954730,145692,A5,0,2017-12-28
 ,SI,31,10306,291 MILTON AVENUE,954129,143430,A5,0,2018-02-20
 ,SI,31,10306,53 CUBA AVENUE,954836,145846,B3,0,2017-06-14
 ,SI,31,10306,749 TYSENS LANE,953525,143598,B2,650000,2017-08-30
 ,SI,31,10306,136 ROMA AVENUE,955730,144199,A1,485000,2018-02-06
 ,SI,31,10306,11 DALTON AVENUE,949095,148799,A5,432500,2018-01-05
 ,SI,31,10306,10 SYDNEY PLACE,950643,149434,A5,0,2018-02-21
 ,SI,31,10306,39 THOMAS STREET,948119,145783,B2,100000,2017-08-15
 ,SI,31,10306,126 DALTON AVENUE,948852,147771,B2,649000,2017-09-26
